iter	MultiClass
156	0.786654507
157	0.7864634426
158	0.7863249299
159	0.7861534289
160	0.7860405955
161	0.7859350379
162	0.7857842729
163	0.7856047765
164	0.7855190732
165	0.7853661791
166	0.7852525473
167	0.7850412505
168	0.7847823265
169	0.7846030457
170	0.7844466076
171	0.7843011077
172	0.7841313326
173	0.7838816595
174	0.7837263992
175	0.7836400506
176	0.7835185148
177	0.7832733135
178	0.7831806853
179	0.7829881873
180	0.7828527462
181	0.7826891619
182	0.7825209202
183	0.7823889647
184	0.7822141894
185	0.7820370602
186	0.7818819001
187	0.7817757288
188	0.7816566908
189	0.7814184224
190	0.7813088254
191	0.7811664587
192	0.7810482187
193	0.7808781063
194	0.7807093431
195	0.780525197
196	0.7803638635
197	0.7801976577
198	0.7800946367
199	0.7799795983
200	0.7798602839
201	0.7797412116
202	0.7796273719
203	0.7795213975
204	0.7794374075
205	0.7793300173
206	0.779229286
207	0.7790836905
208	0.7789649858
209	0.7788266968
210	0.7787306186
211	0.778536342
212	0.7784072793
213	0.7782893529
214	0.7781509119
215	0.7779080557
216	0.7777994649
217	0.7776854179
218	0.7775626636
219	0.777491846
220	0.7773306241
221	0.7771843762
222	0.777093664
223	0.7768984146
224	0.7767896703
225	0.7766939334
226	0.7765958281
227	0.7764587745
228	0.7763557259
229	0.7762160128
230	0.7761285242
231	0.7760315853
232	0.775923481
233	0.7757902915
234	0.7756646935
235	0.775600223
236	0.7755178092
237	0.775413225
238	0.7753215477
239	0.7752280409
240	0.7750460359
241	0.7749244372
242	0.7748311002
243	0.7747363466
244	0.7746103774
245	0.7745029565
246	0.7744243635
247	0.7742739165
248	0.7741224898
249	0.7740323975
250	0.7739024685
251	0.7738066453
252	0.7737073734
253	0.773661255
254	0.7735616728
255	0.773486505
256	0.7733880576
257	0.7732728686
258	0.7731825806
259	0.773097423
260	0.7730021473
261	0.7728695556
262	0.7727484015
263	0.7726423268
264	0.7725008303
265	0.7723938041
266	0.7723121338
267	0.7721760114
268	0.77209466
269	0.7719975598
270	0.771921142
271	0.7718457263
272	0.7717559605
273	0.7716561175
274	0.7715541437
275	0.7714762247
276	0.7713877322
277	0.7712669541
278	0.7711631956
279	0.771086922
280	0.7709738968
281	0.770899467
282	0.7707942904
283	0.7707249738
284	0.7706424941
285	0.7705368468
286	0.7704509678
287	0.7703764269
288	0.7702895946
289	0.7702087252
290	0.7701522606
291	0.7700504541
292	0.769957285
293	0.7698675696
294	0.7697481016
295	0.7696521106
296	0.7695491802
297	0.769483277
298	0.7693937691
299	0.7692902089
300	0.7692345314
301	0.7691533689
302	0.769028058
303	0.7689566993
304	0.7688905385
305	0.7687776447
306	0.7686812611
307	0.7685640288
308	0.7684566349
309	0.7683421192
310	0.7682575509
311	0.7681543461
312	0.7681028222
313	0.7680185437
314	0.7679509143
315	0.7678636982
316	0.7678041346
317	0.7677130021
318	0.7676098172
319	0.7675747562
320	0.767488279
321	0.7674224954
322	0.7673594229
323	0.7672743503
324	0.7671402445
325	0.7670106523
326	0.766944768
327	0.7668774076
328	0.7668279216
329	0.7667512125
330	0.7666307428
331	0.7665646349
332	0.7664456769
333	0.7663784864
334	0.7662684411
335	0.7662080046
336	0.7661126919
337	0.7660306015
338	0.7658745682
339	0.7657894343
340	0.7657277107
341	0.765686976
342	0.7655992306
343	0.7655085116
344	0.7654200063
345	0.7653570476
346	0.7652962625
347	0.7652114628
348	0.7651487107
349	0.7649959981
350	0.7649064226
351	0.7648502363
352	0.7647398412
353	0.7646750236
354	0.7646034457
355	0.7645174587
356	0.7644517592
357	0.7644057965
358	0.7643407846
359	0.7642441709
360	0.7641428552
361	0.764102556
362	0.7640354102
363	0.7639363273
364	0.7638809821
365	0.7638204263
366	0.7637959784
367	0.7637081593
368	0.7635967479
369	0.7635516758
370	0.7634682573
371	0.7633737586
372	0.7632978733
373	0.7632283084
374	0.7631204896
375	0.7630633863
376	0.7629767294
377	0.7629312363
378	0.7628380209
379	0.7627433178
380	0.7626448082
381	0.762476031
382	0.7623690505
383	0.7622697063
384	0.7621722975
385	0.7620812027
386	0.7620055815
387	0.7619527274
388	0.7618774515
389	0.7618168578
390	0.7617358781
391	0.7616592433
392	0.7615543947
393	0.7614743013
394	0.761415323
395	0.7612706642
396	0.7612043707
397	0.7611389082
398	0.7610363535
399	0.7609348541
400	0.7608597458
401	0.760739438
402	0.7606374772
403	0.7605743221
404	0.7604986286
405	0.7604266002
406	0.7603435728
407	0.7602095758
408	0.7601468773
409	0.7600727789
410	0.7600209414
411	0.759953093
412	0.7598873535
413	0.7598230278
414	0.7597655807
415	0.7597010306
416	0.7596499799
417	0.7595360159
418	0.7594230111
419	0.7593474364
420	0.7592688878
421	0.7591900523
422	0.7590929442
423	0.759001589
424	0.7589649206
425	0.7589051296
426	0.7587875862
427	0.7587440015
428	0.7587067253
429	0.7586495137
430	0.758585368
431	0.758494126
432	0.758428042
433	0.7583340516
434	0.758236112
435	0.7581710086
436	0.7581061516
437	0.7580179413
438	0.7579826441
439	0.7579434821
440	0.7578738138
441	0.7577787941
442	0.757714537
443	0.7576487252
444	0.7576005111
445	0.7575057634
446	0.7574320947
447	0.75738649
448	0.757322513
449	0.7572519405
450	0.7572138469
451	0.7571826874
452	0.7571036184
453	0.7570063565
454	0.756966509
455	0.756900181
456	0.7568014275
457	0.7567266587
458	0.7566461164
459	0.7566053396
460	0.756521003
461	0.7564609794
462	0.75638368
463	0.7563125309
464	0.7561994542
465	0.7561324177
466	0.7560783586
467	0.75601787
468	0.755982094
469	0.7559451532
470	0.755850149
471	0.7558018024
472	0.7557543238
473	0.7556548316
474	0.7555714986
475	0.755491492
476	0.7554330074
477	0.7553532562
478	0.7552825811
479	0.7552405912
480	0.7551715179
481	0.7550780277
482	0.7550429329
483	0.7549578766
484	0.754853149
485	0.7548122676
486	0.7547405393
487	0.7546124764
488	0.7545660907
489	0.7544911416
490	0.754417776
491	0.7543309799
492	0.7542754363
493	0.7542332764
494	0.7541603698
495	0.7541080477
496	0.7540688088
497	0.7540278182
498	0.7539626682
499	0.753874642
500	0.7538297571
501	0.7537546436
502	0.7536959406
503	0.753673789
504	0.7536025889
505	0.7535270169
506	0.753469173
507	0.7533143182
508	0.7532711146
509	0.7531873983
510	0.7531289707
511	0.7530678725
512	0.75302885
513	0.7529263867
514	0.752837518
515	0.7527897804
516	0.7527588426
517	0.7526862841
518	0.7526194789
519	0.7525379775
520	0.7524847958
521	0.7524268549
522	0.7523777826
523	0.7523249759
524	0.7522699653
525	0.7522119369
526	0.7521752664
527	0.7521066973
528	0.7520117879
529	0.7519501585
530	0.7518808394
531	0.7518143178
532	0.7517826753
533	0.7517133461
534	0.7516504339
535	0.7515800323
536	0.7515320555
537	0.7514234613
538	0.7513146456
539	0.7512400125
540	0.7511773581
541	0.7511521417
542	0.7510610674
543	0.7509743354
544	0.7509230088
545	0.7508766388
546	0.7507746732
547	0.7507106093
548	0.7506596761
549	0.750585431
550	0.7505425756
551	0.7504761184
552	0.7504267889
553	0.750385316
554	0.7502486124
555	0.7501906774
556	0.7500903409
557	0.7500126245
558	0.7499116939
559	0.7498510854
560	0.7497951541
561	0.7497144935
562	0.7496634388
563	0.7495940937
564	0.7495400974
565	0.7494715631
566	0.7494172097
567	0.7493554933
568	0.7492755617
569	0.7491896167
570	0.7490768194
571	0.7490105492
572	0.7489625397
573	0.7488399811
574	0.7487898052
575	0.748739599
576	0.7486744389
577	0.7486029461
578	0.7485639857
579	0.7484934932
580	0.7484085548
581	0.7483248134
582	0.7482594364
583	0.7481779532
584	0.748135724
585	0.7480820278
586	0.7480193265
587	0.7479588266
588	0.747883115
589	0.7478198483
590	0.7477746491
591	0.7477272488
592	0.7476784439
593	0.7476158592
594	0.7475398878
595	0.7474794338
596	0.7474286059
597	0.7473362591
598	0.747263402
599	0.7472236392
600	0.7471499976
601	0.7470983734
602	0.7470188311
603	0.7469417353
604	0.7468499167
605	0.7467311873
606	0.7466696891
607	0.7466175455
608	0.7465651188
609	0.746501188
610	0.7464574682
611	0.7463988374
612	0.7463413268
613	0.7462837635
614	0.7462143033
615	0.7461473229
616	0.7460976917
617	0.7460225131
618	0.7459824814
619	0.7459371822
620	0.745863884
621	0.7458275425
622	0.7457762954
623	0.7457121457
624	0.7456636627
625	0.7455461748
626	0.7454897497
627	0.7454199655
628	0.7453686637
629	0.7453268108
630	0.7452797294
631	0.7452204622
632	0.7451794954
633	0.7451361188
634	0.7450548999
635	0.7449858692
636	0.7449458934
637	0.7449129374
638	0.744836171
639	0.7448018551
640	0.744681765
641	0.7446107183
642	0.7445486873
643	0.7444865319
644	0.7444419384
645	0.7443711225
646	0.7443117411
647	0.7442312636
648	0.7442095259
649	0.7441765506
650	0.7441166427
651	0.7440966625
652	0.744053574
653	0.7439894676
654	0.7439491407
655	0.7438915615
656	0.7438243426
657	0.7437484952
658	0.7437018892
659	0.7436635742
660	0.7436305627
661	0.7435802835
662	0.7435399913
663	0.7435008226
664	0.7433981046
665	0.7433068818
666	0.7432611628
667	0.7432071405
668	0.7431578456
669	0.7430666975
670	0.7429959641
671	0.7429226528
672	0.7428783335
673	0.7428234735
674	0.742777729
675	0.7427098329
676	0.7426678247
677	0.7426018533
678	0.7425687523
679	0.742492831
680	0.7424058907
681	0.7423205494
682	0.7422880901
683	0.7422562145
684	0.742170247
685	0.74212629
686	0.7420593164
687	0.7419933388
688	0.7419305931
689	0.7418616191
690	0.7418201658
691	0.7417190736
692	0.74163534
693	0.741584722
694	0.7415326026
695	0.7414932307
696	0.7414271022
697	0.7413924833
698	0.7413071281
699	0.7412675167
700	0.741164719
701	0.741083774
702	0.7410056467
703	0.7409426422
704	0.7409060019
705	0.7408748622
706	0.7408304969
707	0.7407815948
708	0.7407033423
709	0.7406647854
710	0.7406179066
711	0.7405768533
712	0.7404676715
713	0.7404329622
714	0.7403614364
715	0.7403164041
716	0.7402508995
717	0.7402118255
718	0.7401468911
719	0.7401009632
720	0.740029155
721	0.7399476059
722	0.7398528806
723	0.7398011069
724	0.7397492615
725	0.7396849332
726	0.7396255351
727	0.7395586641
728	0.7395183408
729	0.7394634296
730	0.7393894943
731	0.7393469095
732	0.7392970203
733	0.7392535105
734	0.7392003773
735	0.7391418167
736	0.7390710618
737	0.7390108576
738	0.7389387158
739	0.7388718365
740	0.7388525693
741	0.7388033202
742	0.7386978679
743	0.7386611781
744	0.7386241388
745	0.7385437438
746	0.7384956874
747	0.7384192473
748	0.7383665607
749	0.7383225996
750	0.7382566939
751	0.7381961133
752	0.7381653164
753	0.7381188174
754	0.7380903701
755	0.7380233777
756	0.7379558185
757	0.7378894056
758	0.7378292109
759	0.7377955534
760	0.7377335878
761	0.7377064479
762	0.7376601671
763	0.7375544133
764	0.7375263812
765	0.7375037093
766	0.7374794496
767	0.7374280162
768	0.7373929394
769	0.7373444456
770	0.7372683017
771	0.7372249978
772	0.7372017382
773	0.737120424
774	0.7370761087
775	0.7370271134
776	0.7369609334
777	0.7368867053
778	0.7368356947
779	0.7367708397
780	0.7367195317
781	0.7366331183
782	0.7365637811
783	0.7365098336
784	0.7364694304
785	0.7364123885
786	0.7363940103
787	0.7363616581
788	0.7363265583
789	0.7362956247
790	0.7362451709
791	0.7361989132
792	0.7361451281
793	0.7360801323
794	0.7360528641
795	0.7359728971
796	0.7359021872
797	0.7358389794
798	0.7357773898
799	0.7357275599
800	0.7356692797
801	0.7355926497
802	0.7355236259
803	0.7353680686
804	0.7353265822
805	0.7352883391
806	0.735192537
807	0.7350974667
808	0.7350171323
809	0.7349359302
810	0.7348962947
811	0.7348493792
812	0.7347683468
813	0.7347290233
814	0.7346641046
815	0.7345802906
816	0.7345448953
817	0.7344520369
818	0.7343788681
819	0.7343213165
820	0.7342456485
821	0.7341796799
822	0.7341383556
823	0.7340705612
824	0.7340005576
825	0.7339429934
826	0.7338840167
827	0.7338407808
828	0.733787861
829	0.7337741106
830	0.7337406681
831	0.7336476938
832	0.7335855215
833	0.7335102566
834	0.7334537511
835	0.7334038108
836	0.7333426144
837	0.7332743717
838	0.7332191896
839	0.733165602
840	0.733082091
841	0.7330203844
842	0.7329833275
843	0.7329038861
844	0.7328325886
845	0.7327847334
846	0.7327315941
847	0.7326721692
848	0.7326317947
849	0.7325978749
850	0.7325593897
851	0.7324894431
852	0.7324528516
853	0.7323948081
854	0.732347892
855	0.7323097412
856	0.732190932
857	0.7321306782
858	0.7320563082
859	0.731990838
860	0.731917705
861	0.731840796
862	0.7317557772
863	0.7317115032
864	0.7316833537
865	0.7316376108
866	0.7316091248
867	0.7315847107
868	0.7315376736
869	0.7315149771
870	0.7314357361
871	0.7313866851
872	0.7313271792
873	0.7312666245
874	0.7312258042
875	0.7311533799
876	0.7310705331
877	0.7310306282
878	0.7309111075
879	0.7308640352
880	0.7307988823
881	0.7307515216
882	0.7306920295
883	0.7306009114
884	0.730559231
885	0.7304922945
886	0.7304444525
887	0.7304112969
888	0.7303632937
889	0.7303243127
890	0.7302833457
891	0.7302259331
892	0.7301753451
893	0.7301327854
894	0.7300696937
895	0.7300352231
896	0.7299776996
897	0.729928423
898	0.7298788646
899	0.7298426869
900	0.7297599109
901	0.7297155613
902	0.7296513403
903	0.7296132241
904	0.7295407242
905	0.7295151399
906	0.7294467828
907	0.7294197181
908	0.7293517004
909	0.7292975987
910	0.7292493356
911	0.7291964807
912	0.7291524143
913	0.7291075129
914	0.7290633796
915	0.729013625
916	0.7289573781
917	0.7289372961
918	0.7289130118
919	0.7288522198
920	0.7287849671
921	0.7287480677
922	0.7286888502
923	0.7286368884
924	0.728576343
925	0.7285245313
926	0.7284763005
927	0.728392245
928	0.7283446321
929	0.728304437
930	0.7282290633
931	0.7281515856
932	0.7281065562
933	0.7280545766
934	0.7279837489
935	0.7279648294
936	0.7278942279
937	0.7278079287
938	0.7277704595
939	0.7277184817
940	0.7276776587
941	0.727633338
942	0.7275802805
943	0.7274935818
944	0.7274534436
945	0.7274065791
946	0.7273358873
947	0.7272807474
948	0.7272422058
949	0.7271832939
950	0.7271326536
951	0.7270894833
952	0.7270669137
953	0.7270095962
954	0.7269576674
955	0.7268977971
956	0.7268612635
957	0.7268295793
958	0.7267457424
959	0.726670848
960	0.7266258528
961	0.7265801406
962	0.726502274
963	0.7264571562
964	0.7264116596
965	0.7263658028
966	0.7263257803
967	0.7262896852
968	0.7262511008
969	0.7261915185
970	0.7261461622
971	0.7260811954
972	0.7260596906
973	0.726018125
974	0.7259685059
975	0.7259267115
976	0.7258550652
977	0.7258262506
978	0.7257775012
979	0.7257153858
980	0.7256623164
981	0.7255823391
982	0.7255465403
983	0.7255175808
984	0.7254339993
985	0.7253637249
986	0.7253245456
987	0.7252798411
988	0.7252362508
989	0.7251843737
990	0.7251483972
991	0.7250950927
992	0.7250272064
993	0.7249708853
994	0.7248676631
995	0.7248304389
996	0.7247928236
997	0.7247557235
998	0.724691025
999	0.7246336894
